url,college,from,name,weight,to,active,position,dob,height
http://www.basketball-reference.com/players/a/anderda03.html,NA,2010,David Andersen,245,2011,False,C,23-6-1980,6-11
http://www.basketball-reference.com/players/a/anderal01.html,Michigan State University,2006,Alan Anderson,220,2015,True,G-F,16-10-1982,6-6
http://www.basketball-reference.com/players/a/anderan01.html,Canisius College,1968,Andrew Anderson,184,1970,False,G,6-7-1945,6-2
http://www.basketball-reference.com/players/a/anderan02.html,University of Memphis,2010,Antonio Anderson,215,2010,False,G,5-6-1985,6-6
http://www.basketball-reference.com/players/a/andercl01.html,Saint Joseph's University,1968,Cliff Anderson,200,1971,False,G-F,7-9-1944,6-2
http://www.basketball-reference.com/players/a/anderda01.html,Augsburg College,1968,Dan Anderson,230,1969,False,C,15-2-1943,6-10
http://www.basketball-reference.com/players/a/anderda02.html,University of Southern California,1975,Dan Anderson,185,1976,False,G,1-1-1951,6-2
http://www.basketball-reference.com/players/a/anderde01.html,University of Kentucky,1998,Derek Anderson,194,2008,False,G,18-7-1974,6-5
http://www.basketball-reference.com/players/a/anderdw01.html,University of Southern California,1983,Dwight Anderson,185,1983,False,G,28-12-1960,6-3
http://www.basketball-reference.com/players/a/anderer01.html,Indiana University,1993,Eric Anderson,220,1994,False,F,26-5-1970,6-9
http://www.basketball-reference.com/players/a/andergr01.html,University of Houston,1988,Greg Anderson,230,1998,False,F-C,22-6-1964,6-10
http://www.basketball-reference.com/players/a/anderjj01.html,Bradley University,1983,J.J. Anderson,195,1985,False,F,23-9-1960,6-8
http://www.basketball-reference.com/players/a/anderja01.html,Oklahoma State University,2011,James Anderson,213,2016,True,G-F,25-3-1989,6-6
http://www.basketball-reference.com/players/a/anderje01.html,West Virginia University,1976,Jerome Anderson,195,1977,False,G,9-10-1953,6-5
http://www.basketball-reference.com/players/a/anderju01.html,University of Virginia,2016,Justin Anderson,228,2016,True,G,19-11-1993,6-6
http://www.basketball-reference.com/players/a/anderke01.html,Georgia Institute of Technology,1992,Kenny Anderson,168,2005,False,G,9-10-1970,6-0
http://www.basketball-reference.com/players/a/anderki01.html,University of Missouri,1979,Kim Anderson,200,1979,False,F,12-5-1955,6-7
http://www.basketball-reference.com/players/a/anderky01.html,"University of California, Los Angeles",2015,Kyle Anderson,230,2016,True,G-F,20-9-1993,6-9
http://www.basketball-reference.com/players/a/andermi01.html,Drexel University,1989,Michael Anderson,184,1989,False,G,23-3-1966,5-11
http://www.basketball-reference.com/players/a/anderni01.html,University of Illinois at Urbana-Champaign,1990,Nick Anderson,205,2002,False,F-G,20-1-1968,6-6
http://www.basketball-reference.com/players/a/anderri01.html,"University of California, Santa Barbara",1983,Richard Anderson,240,1990,False,F-C,19-11-1960,6-10
http://www.basketball-reference.com/players/a/anderro01.html,"California State University, Fresno",1985,Ron Anderson,215,1994,False,F-G,15-10-1958,6-7
http://www.basketball-reference.com/players/a/anderry01.html,University of California,2009,Ryan Anderson,240,2016,True,F,6-5-1988,6-10
http://www.basketball-reference.com/players/a/andersh01.html,University of Georgia,1997,Shandon Anderson,208,2006,False,F-G,31-12-1973,6-6
http://www.basketball-reference.com/players/a/anderwi01.html,University of Georgia,1989,Willie Anderson,190,1997,False,G-F,8-1-1967,6-7
http://www.basketball-reference.com/players/a/anderwa01.html,Creighton University,1970,Wally Anderzunas,220,1970,False,C-F,11-1-1946,6-7
http://www.basketball-reference.com/players/a/andrima01.html,NA,2006,Martynas Andriuskevicius,240,2006,False,C,12-3-1986,7-2
http://www.basketball-reference.com/players/a/anieldo01.html,Missouri State University,1955,Don Anielak,190,1955,False,F,1-11-1930,6-7
http://www.basketball-reference.com/players/a/anslemi01.html,University of Alabama,1990,Michael Ansley,225,1992,False,F,8-2-1967,6-7
http://www.basketball-reference.com/players/a/anstech01.html,NA,1998,Chris Anstey,249,2000,False,C,1-1-1975,7-0
http://www.basketball-reference.com/players/a/antetgi01.html,NA,2014,Giannis Antetokounmpo,222,2016,True,F-G,6-12-1994,6-11
http://www.basketball-reference.com/players/a/antetth01.html,NA,2016,Thanasis Antetokounmpo,205,2016,True,F,17-7-1992,6-7
http://www.basketball-reference.com/players/a/anthoca01.html,Syracuse University,2004,Carmelo Anthony,240,2016,True,F,29-5-1984,6-8
http://www.basketball-reference.com/players/a/anthogr01.html,"University of Nevada, Las Vegas",1992,Greg Anthony,176,2002,False,G,15-11-1967,6-0
http://www.basketball-reference.com/players/a/anthojo01.html,"University of Nevada, Las Vegas",2008,Joel Anthony,245,2016,True,C,9-8-1982,6-9
http://www.basketball-reference.com/players/a/anticpe01.html,NA,2014,Pero Antic,260,2015,True,F,29-7-1982,6-11
http://www.basketball-reference.com/players/a/applike01.html,Michigan State University,2016,Keith Appling,185,2016,True,G,13-2-1992,6-1
http://www.basketball-reference.com/players/a/araujra01.html,Brigham Young University,2005,Rafael Araujo,280,2007,False,C,12-8-1980,6-11
http://www.basketball-reference.com/players/a/arcenst01.html,Iowa State University,1962,Stacey Arceneaux,210,1962,False,F,17-2-1936,6-4
http://www.basketball-reference.com/players/a/archiro01.html,University of Illinois at Urbana-Champaign,2003,Robert Archibald,250,2004,False,F,29-3-1980,6-11
http://www.basketball-reference.com/players/a/architi01.html,University of Texas at El Paso,1971,Tiny Archibald,150,1984,False,G,2-9-1948,6-1
http://www.basketball-reference.com/players/a/ardji01.html,University of Cincinnati,1971,Jim Ard,215,1978,False,F-C,19-9-1948,6-8
http://www.basketball-reference.com/players/a/arenagi01.html,University of Arizona,2002,Gilbert Arenas,191,2012,False,G,6-1-1982,6-3
http://www.basketball-reference.com/players/a/arizatr01.html,"University of California, Los Angeles",2005,Trevor Ariza,215,2016,True,F,30-6-1985,6-8
http://www.basketball-reference.com/players/a/arizipa01.html,Villanova University,1951,Paul Arizin,190,1962,False,F-G,9-4-1928,6-4
http://www.basketball-reference.com/players/a/arlaujo01.html,Niagara University,1988,Joe Arlauckas,230,1988,False,F,20-7-1965,6-9
http://www.basketball-reference.com/players/a/armstbj01.html,University of Iowa,1990,B.J. Armstrong,175,2000,False,G,9-9-1967,6-2
http://www.basketball-reference.com/players/a/armstbo01.html,Michigan State University,1957,Bob Armstrong,220,1957,False,C-F,17-6-1933,6-8
http://www.basketball-reference.com/players/a/armstbr01.html,Pepperdine University,2002,Brandon Armstrong,188,2004,False,G,16-6-1980,6-5
http://www.basketball-reference.com/players/a/armstcu01.html,Indiana University,1949,Curly Armstrong,170,1951,False,G-F,1-11-1918,5-11
http://www.basketball-reference.com/players/a/armstda01.html,Fayetteville State University,1995,Darrell Armstrong,170,2008,False,G,22-6-1968,6-0
http://www.basketball-reference.com/players/a/armsthi01.html,University of Connecticut,2007,Hilton Armstrong,235,2014,True,F-C,11-11-1984,6-11
http://www.basketball-reference.com/players/a/armstta01.html,Duke University,1978,Tate Armstrong,175,1979,False,G,5-10-1955,6-3
http://www.basketball-reference.com/players/a/arnelje01.html,Pennsylvania State University,1956,Jesse Arnelle,220,1956,False,F,30-12-1933,6-5
http://www.basketball-reference.com/players/a/arnetja01.html,University of Texas at Austin,1964,Jay Arnette,175,1966,False,G,19-12-1938,6-2
http://www.basketball-reference.com/players/a/arnzebo01.html,University of Notre Dame,1970,Bob Arnzen,205,1974,False,F,3-11-1947,6-5
http://www.basketball-reference.com/players/a/arroyca01.html,Florida International University,2002,Carlos Arroyo,202,2011,False,G,30-7-1979,6-2
http://www.basketball-reference.com/players/a/arthuda01.html,University of Kansas,2009,Darrell Arthur,235,2016,True,F,25-3-1988,6-9
http://www.basketball-reference.com/players/a/arthujo01.html,Tulane University,1970,John Arthurs,185,1970,False,G,15-8-1947,6-4
http://www.basketball-reference.com/players/a/asikom01.html,NA,2011,Omer Asik,255,2016,True,C,4-7-1986,7-0
http://www.basketball-reference.com/players/a/askewvi01.html,University of Memphis,1988,Vincent Askew,210,1998,False,G-F,28-2-1966,6-6
http://www.basketball-reference.com/players/a/askinke01.html,University of Alabama,1991,Keith Askins,197,1999,False,G-F,15-12-1967,6-7
http://www.basketball-reference.com/players/a/asmondo01.html,Alliance College,1954,Don Asmonga,185,1954,False,G,15-2-1928,6-2
http://www.basketball-reference.com/players/a/athadi01.html,Indiana State University,1956,Dick Atha,190,1958,False,G,21-9-1931,6-2
http://www.basketball-reference.com/players/a/atkinch01.html,University of South Florida,2000,Chucky Atkins,160,2010,False,G,14-8-1974,5-11
http://www.basketball-reference.com/players/a/attleal01.html,North Carolina Agricultural and Technical State University,1961,Al Attles,175,1971,False,G,7-11-1936,6-0
http://www.basketball-reference.com/players/a/aubucch01.html,Michigan State University,1947,Chet Aubuchon,137,1947,False,G,18-5-1916,5-10
http://www.basketball-reference.com/players/a/augmost01.html,"University of Nevada, Las Vegas",1992,Stacey Augmon,205,2006,False,F-G,1-8-1968,6-8
http://www.basketball-reference.com/players/a/augusdj01.html,University of Texas at Austin,2009,D.J. Augustin,183,2016,True,G,10-11-1987,6-0
http://www.basketball-reference.com/players/a/augusja01.html,University of Illinois at Urbana-Champaign,2007,James Augustine,235,2008,False,F,27-2-1984,6-10
http://www.basketball-reference.com/players/a/austiis01.html,Arizona State University,1992,Isaac Austin,255,2002,False,C,18-8-1969,6-10
http://www.basketball-reference.com/players/a/austijo01.html,Boston College,1967,Johnny Austin,170,1968,False,G,31-8-1944,6-0
http://www.basketball-reference.com/players/a/austike01.html,Rice University,1984,Ken Austin,205,1984,False,F,15-7-1961,6-9
http://www.basketball-reference.com/players/a/aventan01.html,Seton Hall University,1993,Anthony Avent,235,2000,False,F,18-10-1969,6-9
http://www.basketball-reference.com/players/a/averibi01.html,Pepperdine University,1974,Bird Averitt,170,1978,False,G,22-7-1952,6-1
http://www.basketball-reference.com/players/a/averywi01.html,Duke University,2000,William Avery,197,2002,False,G,8-8-1979,6-2
http://www.basketball-reference.com/players/a/awtrede01.html,Santa Clara University,1971,Dennis Awtrey,235,1982,False,C,22-2-1948,6-10
http://www.basketball-reference.com/players/a/ayongu01.html,NA,2012,Gustavo Ayon,250,2014,True,C,1-4-1985,6-10
http://www.basketball-reference.com/players/p/pendeje02.html,Arizona State University,2010,Jeff Ayres,240,2016,True,F,29-4-1987,6-9
http://www.basketball-reference.com/players/a/azubuke01.html,University of Kentucky,2007,Kelenna Azubuike,220,2012,False,G,16-12-1983,6-5
http://www.basketball-reference.com/players/b/babbch01.html,Iowa State University,2014,Chris Babb,225,2014,True,G,14-2-1990,6-5
http://www.basketball-reference.com/players/b/babbilu01.html,"University of Nevada, Reno",2011,Luke Babbitt,225,2016,True,F,20-6-1989,6-9
http://www.basketball-reference.com/players/b/babicmi01.html,Tennessee Technological University,1991,Milos Babic,240,1992,False,C-F,23-11-1968,7-0
http://www.basketball-reference.com/players/b/bachjo01.html,Fordham University,1949,Johnny Bach,180,1949,False,F-G,10-7-1924,6-2
http://www.basketball-reference.com/players/b/baconhe01.html,University of Louisville,1973,Henry Bacon,205,1973,False,G,5-7-1948,6-3
http://www.basketball-reference.com/players/b/baechji01.html,Eastern Kentucky University,1953,Jim Baechtold,205,1957,False,F-G,9-12-1927,6-4
http://www.basketball-reference.com/players/b/bagarda01.html,NA,2001,Dalibor Bagaric,255,2003,False,C,7-2-1980,7-1
http://www.basketball-reference.com/players/b/baglejo01.html,Boston College,1983,John Bagley,185,1994,False,G,23-4-1960,6-0
http://www.basketball-reference.com/players/b/baileca01.html,Tuskegee University,1982,Carl Bailey,210,1982,False,C,23-4-1958,7-0
http://www.basketball-reference.com/players/b/bailegu01.html,University of Texas at El Paso,1975,Gus Bailey,185,1980,False,G-F,18-2-1951,6-5
http://www.basketball-reference.com/players/b/baileja01.html,Rutgers University,1980,James Bailey,220,1988,False,F-C,21-5-1957,6-9
http://www.basketball-reference.com/players/b/baileth01.html,North Carolina State University,1984,Thurl Bailey,215,1999,False,F-C,7-4-1961,6-11
http://www.basketball-reference.com/players/b/baileto01.html,"University of California, Los Angeles",1999,Toby Bailey,213,2000,False,G,19-11-1975,6-6
http://www.basketball-reference.com/players/b/bairsca01.html,University of New Mexico,2015,Cameron Bairstow,250,2016,True,F-C,7-12-1990,6-9
http://www.basketball-reference.com/players/b/bakerji01.html,University of Hawaii,1976,Jimmie Baker,220,1976,False,F,25-12-1953,6-9
http://www.basketball-reference.com/players/b/bakerla01.html,Ohio State University,1999,LaMark Baker,175,1999,False,G,11-11-1969,6-1
http://www.basketball-reference.com/players/b/bakerma01.html,Oklahoma State University,2005,Maurice Baker,175,2005,False,G,28-7-1979,6-1
http://www.basketball-reference.com/players/b/bakerno01.html,NA,1947,Norm Baker,180,1947,False,G,17-2-1923,6-0
http://www.basketball-reference.com/players/b/bakervi01.html,University of Hartford,1994,Vin Baker,232,2006,False,F,23-11-1971,6-11
http://www.basketball-reference.com/players/b/balkmre01.html,University of South Carolina,2007,Renaldo Balkman,208,2012,True,F,14-7-1984,6-8
http://www.basketball-reference.com/players/b/ballce01.html,University of North Carolina at Charlotte,1991,Cedric Ball,210,1991,False,F,16-4-1968,6-8
http://www.basketball-reference.com/players/b/ballagr01.html,University of Oregon,1978,Greg Ballard,215,1989,False,F,29-1-1955,6-7
http://www.basketball-reference.com/players/b/baltihe01.html,Pennsylvania State University,1947,Herschel Baltimore,195,1947,False,F,21-6-1921,6-4
http://www.basketball-reference.com/players/b/banksge01.html,Duke University,1982,Gene Banks,215,1987,False,F-G,15-5-1959,6-7
http://www.basketball-reference.com/players/b/banksma01.html,"University of Nevada, Las Vegas",2004,Marcus Banks,200,2011,False,G,19-11-1981,6-2
http://www.basketball-reference.com/players/b/bankswa01.html,Western Kentucky University,1971,Walker Banks,205,1971,False,C,26-8-1947,6-10
http://www.basketball-reference.com/players/b/bannike01.html,Saint Augustine's College,1985,Ken Bannister,235,1991,False,F-C,1-4-1960,6-9
http://www.basketball-reference.com/players/b/bantomi01.html,Saint Joseph's University,1974,Mike Bantom,200,1982,False,F-C,3-12-1951,6-9
http://www.basketball-reference.com/players/b/barbejo01.html,"California State University, Los Angeles",1957,John Barber,210,1957,False,F,27-6-1927,6-6
http://www.basketball-reference.com/players/b/barbole01.html,NA,2004,Leandro Barbosa,194,2016,True,G,28-11-1982,6-3
http://www.basketball-reference.com/players/b/bardost01.html,University of Illinois at Urbana-Champaign,1992,Steve Bardo,190,1996,False,G,5-4-1968,6-5
http://www.basketball-reference.com/players/b/bareajo01.html,Northeastern University,2007,J.J. Barea,185,2016,True,G,26-6-1984,6-0
http://www.basketball-reference.com/players/b/bargnan01.html,NA,2007,Andrea Bargnani,245,2016,True,F-C,26-10-1985,7-0
http://www.basketball-reference.com/players/b/barkecl01.html,University of Kentucky,1950,Cliff Barker,185,1952,False,G,15-1-1921,6-2
http://www.basketball-reference.com/players/b/barketo01.html,University of Hawaii,1977,Tom Barker,225,1979,False,C-F,11-3-1955,6-11
http://www.basketball-reference.com/players/b/barklch01.html,Auburn University,1985,Charles Barkley,252,2000,False,F,20-2-1963,6-6
http://www.basketball-reference.com/players/b/barkler01.html,St. John's University,2001,Erick Barkley,177,2002,False,G,21-2-1978,6-1
http://www.basketball-reference.com/players/b/barksdo01.html,"University of California, Los Angeles",1952,Don Barksdale,200,1955,False,F-C,31-3-1923,6-6
http://www.basketball-reference.com/players/b/barneha02.html,University of North Carolina,2013,Harrison Barnes,210,2016,True,F,30-5-1992,6-8
http://www.basketball-reference.com/players/b/barneha01.html,Northeastern University,1969,Harry Barnes,205,1969,False,F,25-7-1945,6-3
http://www.basketball-reference.com/players/b/barneji01.html,University of Texas at El Paso,1965,Jim Barnes,210,1971,False,C-F,13-4-1941,6-8
http://www.basketball-reference.com/players/b/barnema01.html,Providence College,1975,Marvin Barnes,210,1980,False,F-C,27-7-1952,6-8
http://www.basketball-reference.com/players/b/barnema02.html,"University of California, Los Angeles",2004,Matt Barnes,226,2016,True,F,9-3-1980,6-7
http://www.basketball-reference.com/players/b/barnedi01.html,Tennessee State University,1960,Dick Barnett,190,1974,False,G-F,2-10-1936,6-4
http://www.basketball-reference.com/players/b/barneji02.html,University of Oregon,1967,Jim Barnett,170,1977,False,G-F,7-7-1944,6-4
http://www.basketball-reference.com/players/b/barnena01.html,University of Akron,1976,Nathaniel Barnett,175,1976,False,G,29-1-1953,6-3
http://www.basketball-reference.com/players/b/barnhjo01.html,Tennessee State University,1963,John Barnhill,180,1972,False,G,20-3-1938,6-1
http://www.basketball-reference.com/players/b/barnhno01.html,Washington State University,1977,Norton Barnhill,205,1977,False,G,15-7-1953,6-4
http://www.basketball-reference.com/players/b/barnhle01.html,University of Notre Dame,1950,Leo Barnhorst,190,1954,False,F-G,11-5-1924,6-4
http://www.basketball-reference.com/players/b/barrjo01.html,Pennsylvania State University,1947,John Barr,205,1947,False,F,8-8-1918,6-3
http://www.basketball-reference.com/players/b/barrmi01.html,Duquesne University,1973,Mike Barr,180,1977,False,G,19-10-1950,6-3
http://www.basketball-reference.com/players/b/barrmo01.html,Duquesne University,1971,Moe Barr,195,1971,False,G,19-6-1944,6-4
http://www.basketball-reference.com/players/b/barrean01.html,Seton Hall University,2005,Andre Barrett,172,2008,False,G,21-2-1982,5-10
http://www.basketball-reference.com/players/b/barreer01.html,Kansas State University,1954,Ernie Barrett,180,1956,False,G-F,27-8-1929,6-3
http://www.basketball-reference.com/players/b/barremi01.html,West Virginia University Institute of Technology,1970,Mike Barrett,155,1973,False,G,5-9-1943,6-2
http://www.basketball-reference.com/players/b/barroea01.html,University of Memphis,2006,Earl Barron,250,2015,True,C,14-8-1981,7-0
http://www.basketball-reference.com/players/b/barroda01.html,Boston College,1990,Dana Barros,163,2004,False,G,13-4-1967,5-11
http://www.basketball-reference.com/players/b/barrybr01.html,Oregon State University,1996,Brent Barry,185,2009,False,G,31-12-1971,6-6
http://www.basketball-reference.com/players/b/barrydr01.html,Georgia Institute of Technology,1998,Drew Barry,191,2000,False,G,17-2-1973,6-5
http://www.basketball-reference.com/players/b/barryjo01.html,Georgia Institute of Technology,1993,Jon Barry,195,2006,False,G,25-7-1969,6-4
http://www.basketball-reference.com/players/b/barryri01.html,University of Miami,1966,Rick Barry,205,1980,False,F,28-3-1944,6-7
http://www.basketball-reference.com/players/b/barteed01.html,North Carolina State University,1950,Ed Bartels,195,1951,False,F,8-10-1925,6-5
http://www.basketball-reference.com/players/b/bartovi01.html,Oregon State University,1972,Vic Bartolome,230,1972,False,C,29-9-1948,7-0
http://www.basketball-reference.com/players/b/bartowi01.html,University of Memphis,2013,Will Barton,175,2016,True,G,6-1-1991,6-6
http://www.basketball-reference.com/players/b/basdeed01.html,University of North Carolina at Charlotte,2006,Eddie Basden,215,2006,False,G,15-2-1983,6-5
http://www.basketball-reference.com/players/b/baskeje01.html,Temple University,1976,Jerry Baskerville,190,1976,False,F,10-11-1951,6-7
